"","Ledger.Name","Project.No","Project.Description","Date","Period","Reference","Trans.Nbr","Ordernr","Order.Line.Nbr","Document.Type","Unique.Number","Amount","Narrative.1","Narrative.2","Narrative.3","Funding.Source","Accountnr","X","CapSentiment","CapSentiment_Cl"
"6365","20PLACT","M301000","L-B Land & Buildings - Building","15/07/2019",4,"6086994",1249,"P039928",14,"APINVP",245105,1,"6120020833 CONDUIT COUPLING RGD 20MM PVC","","L&H Group T/A Auslec","MAINT","M301000.6230.02.00",NA,0,0
"6366","20PLACT","M301000","L-B Land & Buildings - Building","15/07/2019",4,"6086994",1250,"P039928",15,"APINVP",245105,53,"6120019130 CONDUIT SADDLE HALF 20MM MTL","","L&H Group T/A Auslec","MAINT","M301000.6230.02.00",NA,0,0
"6367","20PLACT","M301000","L-B Land & Buildings - Building","15/07/2019",4,"6086994",1251,"P039928",16,"APINVP",245105,21,"6130977588 CONDUIT CORRUGATED 20MM XL20M","","L&H Group T/A Auslec","MAINT","M301000.6230.02.00",NA,0,0
"6368","20PLACT","M301000","L-B Land & Buildings - Building","15/07/2019",4,"6086994",1252,"P039928",17,"APINVP",245105,60,"6120020701 MOUNTING BOX PVC 1G 20MM-E/EN","","L&H Group T/A Auslec","MAINT","M301000.6230.02.00",NA,0,0
"6369","20PLACT","M301000","L-B Land & Buildings - Building","15/07/2019",4,"6086994",1253,"P039928",18,"APINVP",245105,16,"6120019823 POWERPOINT 2G 10A 250V AC HOR","","L&H Group T/A Auslec","MAINT","M301000.6230.02.00",NA,0,0
"6370","20PLACT","M301000","L-B Land & Buildings - Building","15/07/2019",4,"6086994",1254,"P039928",19,"APINVP",245105,48,"6120055989 CABLE TIE NYL L280XW4.8MM TS-","","L&H Group T/A Auslec","MAINT","M301000.6230.02.00",NA,0,0
"6371","20PLACT","M301000","L-B Land & Buildings - Building","15/07/2019",4,"6086994",1255,"P039928",20,"APINVP",245105,94,"6120096481 CHANNEL 41X41X2.5MM HDG 6M","","L&H Group T/A Auslec","MAINT","M301000.6230.02.00",NA,0,0
"6372","20PLACT","M301000","L-B Land & Buildings - Building","15/07/2019",4,"6086994",1256,"P039928",21,"APINVP",245105,9,"6120056714 JOINTING CEMENT PVC TYPE-N 25","","L&H Group T/A Auslec","MAINT","M301000.6230.02.00",NA,0,0
"6373","20PLACT","M301000","L-B Land & Buildings - Building","15/07/2019",4,"6086994",1257,"P039928",22,"APINVP",245105,20,"6131636213 PATCHLEAD CAT6 UTP BLU L5M","","L&H Group T/A Auslec","MAINT","M301000.6230.02.00",NA,0,0
"6374","20PLACT","M301000","L-B Land & Buildings - Building","15/07/2019",4,"6086994",1258,"P039928",23,"APINVP",245105,18,"6133073097 SCOTCHLOK CONNECTOR 2 WIRE YE","","L&H Group T/A Auslec","MAINT","M301000.6230.02.00",NA,0,0
"6375","20PLACT","M301000","L-B Land & Buildings - Building","8/09/2019",4,"0393-80069564",1259,"P041808",73,"APINVP",245292,28,"Con Note: 8984643725 Castrol","","Toll Ipec - East Side","MAINT","M301000.6230.02.00",NA,0,0
"6376","20PLACT","M301000","L-B Land & Buildings - Building","21/09/2019",4,"PH6763UD",1260,"P041915",1,"APINVP",245804,47,"BIT POWER 1/4""HEX PHILLIPS #2 89MM 41224","","Blackwoods Hardware","MAINT","M301000.6230.02.00",NA,0,0
"6377","20PLACT","M301000","L-B Land & Buildings - Building","3/10/2019",4,"PH2960UG",1261,"P042186",2,"APINVP",245801,890,"WHEEL C/OFF A46TBF41 M/INOX 127X1.0X22MM","","Blackwoods Hardware","MAINT","M301000.6230.02.00",NA,0,0
"6378","20PLACT","M301000","L-B Land & Buildings - Building","3/10/2019",4,"PH2960UG",1262,"P042186",3,"APINVP",245801,386,"DISC FLAP ZIRCONIA 125 X 22MM 40 GRIT","","Blackwoods Hardware","MAINT","M301000.6230.02.00",NA,0,0
"6379","20PLACT","M301000","L-B Land & Buildings - Building","4/09/2019",4,"6334550",1263,"P040114",5,"APINVP",245778,26,"VARIATION LOGBOOK","","Chubb Fire & Security Pty Ltd","MAINT","M301000.6230.02.00",NA,0,0
"6380","20PLACT","M301000","L-B Land & Buildings - Building","4/09/2019",4,"6334550",1264,"P040114",6,"APINVP",245778,69,"VARIATION 003 PADLOCKS","","Chubb Fire & Security Pty Ltd","MAINT","M301000.6230.02.00",NA,0,0
"6381","20PLACT","M301000","L-B Land & Buildings - Building","1/10/2019",4,"6504822",1265,"P042176",1,"APINVP",245763,60,"SOCKET O/LET SWD 10A 250VAC 3PIN FLAT EN","","L&H Group T/A Auslec","MAINT","M301000.6230.02.00",NA,0,0
"6382","20PLACT","M301000","L-B Land & Buildings - Building","1/10/2019",4,"6504822",1266,"P042176",2,"APINVP",245763,9,"CONDUIT RIGID PVC 25MM-DIA M/DTY L4M GRY","","L&H Group T/A Auslec","MAINT","M301000.6230.02.00",NA,0,0
"6383","20PLACT","M301000","L-B Land & Buildings - Building","1/10/2019",4,"6504822",1267,"P042176",3,"APINVP",245763,24,"CABLE CIRC 2C+E 2.5MM2 PVC/PVC 0.6-1KV L","","L&H Group T/A Auslec","MAINT","M301000.6230.02.00",NA,0,0
"6384","20PLACT","M301000","L-B Land & Buildings - Building","1/10/2019",4,"6504822",1268,"P042176",4,"APINVP",245763,5,"CONDUIT BEND 25MM-RGD PVC 90DEG 64MM-RAD","","L&H Group T/A Auslec","MAINT","M301000.6230.02.00",NA,0,0
"6385","20PLACT","M301000","L-B Land & Buildings - Building","1/10/2019",4,"6504822",1269,"P042176",5,"APINVP",245763,7,"CONDUIT REDUCER DIA32-25MM SCRD-SCRD M-F","","L&H Group T/A Auslec","MAINT","M301000.6230.02.00",NA,0,0
"6386","20PLACT","M301000","L-B Land & Buildings - Building","1/10/2019",4,"6504822",1270,"P042176",6,"APINVP",245763,11,"SDM 10-16X16 HEX B8+SL - 100","","L&H Group T/A Auslec","MAINT","M301000.6230.02.00",NA,0,0
"6387","20PLACT","M301000","L-B Land & Buildings - Building","1/10/2019",4,"6504822",1271,"P042176",7,"APINVP",245763,19,"SINGLE CONNECTOR TERMINAL 40A 50/JAR","","L&H Group T/A Auslec","MAINT","M301000.6230.02.00",NA,0,0
"6388","20PLACT","M301000","L-B Land & Buildings - Building","1/10/2019",4,"6504822",1272,"P042176",8,"APINVP",245763,29,"CABLE CONNECTOR INSUL 2X6MM2 32A 2SCR OR","","L&H Group T/A Auslec","MAINT","M301000.6230.02.00",NA,0,0
"6389","20PLACT","M301000","L-B Land & Buildings - Building","3/10/2019",4,"6517594",1273,"P042173",1,"APINVP",245761,841,"ENCLOSURE 12P PLEXO W/P IP65","","L&H Group T/A Auslec","MAINT","M301000.6230.02.00",NA,0,0
"6390","20PLACT","M301000","L-B Land & Buildings - Building","3/10/2019",4,"6517594",1274,"P042173",2,"APINVP",245761,278,"MCB 6KA 25A 1P 240V CVE-2 STD","","L&H Group T/A Auslec","MAINT","M301000.6230.02.00",NA,0,0
"6391","20PLACT","M301000","L-B Land & Buildings - Building","3/10/2019",4,"6517594",1275,"P042173",3,"APINVP",245761,37,"SWITCH ISOL 80A 250VAC 1P 1MOD RESI MAX","","L&H Group T/A Auslec","MAINT","M301000.6230.02.00",NA,0,0
"6392","20PLACT","M301000","L-B Land & Buildings - Building","3/10/2019",4,"6517594",1276,"P042173",4,"APINVP",245761,260,"RCBO 6KA 10A 30MA 1P+N 240V AC 1MOD D/MT","","L&H Group T/A Auslec","MAINT","M301000.6230.02.00",NA,0,0
"6393","20PLACT","M301000","L-B Land & Buildings - Building","3/10/2019",4,"6517594",1277,"P042173",5,"APINVP",245761,593,"RCBO 6KA 16A 30MA 1P+N 240V AC 1MOD D/MT","","L&H Group T/A Auslec","MAINT","M301000.6230.02.00",NA,0,0
"6394","20PLACT","M301000","L-B Land & Buildings - Building","3/10/2019",4,"6517594",1278,"P042173",6,"APINVP",245761,229,"HEATSHRINK KIT 180PCE THIN WALL GP MXD/C","","L&H Group T/A Auslec","MAINT","M301000.6230.02.00",NA,0,0
"6395","20PLACT","M301000","L-B Land & Buildings - Building","3/10/2019",4,"6517594",1279,"P042173",7,"APINVP",245761,16,"TERMINAL LINK CU 1.5MM2 L15MM UNINSUL TI","","L&H Group T/A Auslec","MAINT","M301000.6230.02.00",NA,0,0
"6396","20PLACT","M301000","L-B Land & Buildings - Building","3/10/2019",4,"6517594",1280,"P042173",8,"APINVP",245761,20,"TERMINAL LINK CU 2.5MM2 L22MM UNINSUL TI","","L&H Group T/A Auslec","MAINT","M301000.6230.02.00",NA,0,0
"6397","20PLACT","M301000","L-B Land & Buildings - Building","3/10/2019",4,"6517594",1281,"P042173",9,"APINVP",245761,23,"HEATSHRINK MED/WALL 3:1R ADH/LND 10MM-BF","","L&H Group T/A Auslec","MAINT","M301000.6230.02.00",NA,0,0
"6398","20PLACT","M301000","L-B Land & Buildings - Building","3/10/2019",4,"6517594",1282,"P042173",10,"APINVP",245761,35,"CABLE CONNECTOR INSUL 63A 2X16MM2 2SCR C","","L&H Group T/A Auslec","MAINT","M301000.6230.02.00",NA,0,0
"6400","20PLACT","M301000","L-B Land & Buildings - Building","3/10/2019",4,"6517920",1284,"P042172",2,"APINVP",245760,43,"E GLAND 25MM BRS 14.5-20.5MM-DIA N/PLTD","","L&H Group T/A Auslec","MAINT","M301000.6230.02.00",NA,0,0
"6401","20PLACT","M301000","L-B Land & Buildings - Building","3/10/2019",4,"6517920",1285,"P042172",3,"APINVP",245760,75,"CLAMP PIPE 2 PIECE 25MM SS","","L&H Group T/A Auslec","MAINT","M301000.6230.02.00",NA,0,0
"6402","20PLACT","M301000","L-B Land & Buildings - Building","3/10/2019",4,"6517920",1286,"P042172",4,"APINVP",245760,7,"SHROUD CABLE GLAND SZ-2","","L&H Group T/A Auslec","MAINT","M301000.6230.02.00",NA,0,0
"6403","20PLACT","M301000","L-B Land & Buildings - Building","27/09/2019",4,"10015780",1287,"P041877",1,"APINVP",245466,177,"380ML CHEMSET 101  ADHESIVE","","Pilbara Tools and Fasteners Pty Ltd","MAINT","M301000.6230.02.00",NA,0,0
"6404","20PLACT","M301000","L-B Land & Buildings - Building","27/09/2019",4,"10015780",1288,"P041877",4,"APINVP",245466,256,"750ML CHEMSET 101  ADHESIVE","","Pilbara Tools and Fasteners Pty Ltd","MAINT","M301000.6230.02.00",NA,0,0
"6405","20PLACT","M301000","L-B Land & Buildings - Building","27/09/2019",4,"10015780",1289,"P041877",5,"APINVP",245466,210,"380ML CHEMSET 801","","Pilbara Tools and Fasteners Pty Ltd","MAINT","M301000.6230.02.00",NA,0,0
"6406","20PLACT","M301000","L-B Land & Buildings - Building","27/09/2019",4,"10015780",1290,"P041877",7,"APINVP",245466,290,"750ML CHEMSET 801 INJECTION","","Pilbara Tools and Fasteners Pty Ltd","MAINT","M301000.6230.02.00",NA,0,0
"6408","20PLACT","M301000","L-B Land & Buildings - Building","20/09/2019",4,"INTC014430",1292,"P041452",1,"APINVP",245983,899,"OPSR500BHD Sundstrom spare SR500 HD batt","","Temco Distrubutors Pty Ltd","MAINT","M301000.6230.02.00",NA,0,0
"6409","20PLACT","M301000","L-B Land & Buildings - Building","20/09/2019",4,"INTC014430",1293,"P041452",2,"APINVP",245983,1550,"SR582 PROTECTIVE FILM EA 197-05689","","Temco Distrubutors Pty Ltd","MAINT","M301000.6230.02.00",NA,0,0
"6410","20PLACT","M301000","L-B Land & Buildings - Building","20/09/2019",4,"INTC014430",1294,"P041452",3,"APINVP",245983,70,"SR710 PARTICLE FILTER 130-05339","","Temco Distrubutors Pty Ltd","MAINT","M301000.6230.02.00",NA,0,0
"6411","20PLACT","M301000","L-B Land & Buildings - Building","20/09/2019",4,"INTC014430",1295,"P041452",4,"APINVP",245983,150,"SR518 A2 GAS FILTER 191-04994","","Temco Distrubutors Pty Ltd","MAINT","M301000.6230.02.00",NA,0,0
"6412","20PLACT","M301000","L-B Land & Buildings - Building","24/09/2019",4,"PH5564UE",1296,"P041873",12,"APINVP",246544,157,"ADHESIVE SIKAFLEX 252 300ML WHITE","","Blackwoods Hardware","MAINT","M301000.6230.02.00",NA,0,0
"6413","20PLACT","M301000","L-B Land & Buildings - Building","11/10/2019",4,"PH7650UI",1297,"P042489",1,"APINVP",246392,559,"WEED KILLER ROUNDUP BIACTIVE 20L","","Blackwoods Hardware","MAINT","M301000.6230.02.00",NA,0,0
"6414","20PLACT","M301000","L-B Land & Buildings - Building","18/09/2019",4,"PH2556UD",1298,"P041873",15,"APINVP",246573,41,"ADHESIVE ARALDITE 5 MINUTE SYRINGE 24ML","","Blackwoods Hardware","MAINT","M301000.6230.02.00",NA,0,0
"6415","20PLACT","M301000","L-B Land & Buildings - Building","18/09/2019",4,"PH2555UD",1299,"P041873",3,"APINVP",246576,37,"CCRC 5005 5-56 LUBRICANT MP AEROSOL 400G","","Blackwoods Hardware","MAINT","M301000.6230.02.00",NA,0,0
"6416","20PLACT","M301000","L-B Land & Buildings - Building","18/09/2019",4,"PH2555UD",1300,"P041873",4,"APINVP",246576,31,"CRC 3076 DEGREASER NATURAL AEROSOL 400GM","","Blackwoods Hardware","MAINT","M301000.6230.02.00",NA,0,0
"6417","20PLACT","M301000","L-B Land & Buildings - Building","18/09/2019",4,"PH2555UD",1301,"P041873",5,"APINVP",246576,125,"CRC 6006 MARINE 66 AEROSOL 300GM","","Blackwoods Hardware","MAINT","M301000.6230.02.00",NA,0,0
"6418","20PLACT","M301000","L-B Land & Buildings - Building","18/09/2019",4,"PH2555UD",1302,"P041873",6,"APINVP",246576,34,"CRC 2085 ZINC-IT AEROSOL 350GM","","Blackwoods Hardware","MAINT","M301000.6230.02.00",NA,0,0
"6421","20PLACT","M301000","L-B Land & Buildings - Building","18/09/2019",4,"PH2555UD",1305,"P041873",10,"APINVP",246576,24,"CRC 5089 BRAKLEEN SPRAY 500GM","","Blackwoods Hardware","MAINT","M301000.6230.02.00",NA,0,0
"6422","20PLACT","M301000","L-B Land & Buildings - Building","7/10/2019",4,"PH4902UH",1306,"P042186",3,"APINVP",246395,73,"DISC FLAP ZIRCONIA 125 X 22MM 40 GRIT","","Blackwoods Hardware","MAINT","M301000.6230.02.00",NA,0,0
"6423","20PLACT","M301000","L-B Land & Buildings - Building","18/09/2019",4,"PH2554UD",1307,"P041873",1,"APINVP",246578,40,"TAPE PVC DUCT TESA 4258 48MMX30M SILVER","","Blackwoods Hardware","MAINT","M301000.6230.02.00",NA,0,0
"6424","20PLACT","M301000","L-B Land & Buildings - Building","18/09/2019",4,"PH2554UD",1308,"P041873",2,"APINVP",246578,49,"GUN CAULKING JBS 7:1 PROFESSIONAL","","Blackwoods Hardware","MAINT","M301000.6230.02.00",NA,0,0
"6425","20PLACT","M301000","L-B Land & Buildings - Building","18/09/2019",4,"PH2554UD",1309,"P041873",11,"APINVP",246578,170,"ADHESIVE SIKAFLEX 252 300ML BLACK","","Blackwoods Hardware","MAINT","M301000.6230.02.00",NA,0,0
"6426","20PLACT","M301000","L-B Land & Buildings - Building","18/09/2019",4,"PH2554UD",1310,"P041873",14,"APINVP",246578,214,"SEALANT MARINE SIKAFLEX 291 310ML BLACK","","Blackwoods Hardware","MAINT","M301000.6230.02.00",NA,0,0
"6427","20PLACT","M301000","L-B Land & Buildings - Building","27/06/2019",4,"PC011206",1311,"",NA,"PCEXP",246629,256,"Materials","CSR BUILDING PRODUCT     KARRATHA","Peter Leonard","MAINT","M301000.6230.02.00",NA,0,0
"6428","20PLACT","M301000","L-B Land & Buildings - Building","2/10/2019",4,"6515333",1312,"P042279",1,"APINVP",246579,289,"CABLE CIRC 4C+E 6MM2 PVC/PVC","","L&H Group T/A Auslec","MAINT","M301000.6230.02.00",NA,0,0
"6429","20PLACT","M301000","L-B Land & Buildings - Building","23/08/2019",4,"00027445",1313,"P040519",4,"APINVP",246572,142,"CARPARK ENTRANCE (WITH ARROW LEFT)","","Northwest Signs","MAINT","M301000.6230.02.00",NA,0,0
"6431","20PLACT","M301000","L-B Land & Buildings - Building","23/08/2019",4,"00027445",1315,"P040519",7,"APINVP",246572,140,"CAUTION VEHICLES ENTERING","","Northwest Signs","MAINT","M301000.6230.02.00",NA,0,0
"6432","20PLACT","M301000","L-B Land & Buildings - Building","23/08/2019",4,"00027445",1316,"P040519",9,"APINVP",246572,60,"CAUTION TWO LANE TRAFFIC","","Northwest Signs","MAINT","M301000.6230.02.00",NA,0,0
"6433","20PLACT","M301000","L-B Land & Buildings - Building","25/09/2019",4,"72198",1317,"P041137",1,"APINVP",246858,1416,"BAC mobile workbench TypeP2020 MOB","","BAC Systems Pty Limited","MAINT","M301000.6230.02.00",NA,0,0
"6434","20PLACT","M301000","L-B Land & Buildings - Building","26/09/2019",4,"72270",1318,"P041684",1,"APINVP",246857,4883,"BAC MOBILE WORKSTATION","","BAC Systems Pty Limited","MAINT","M301000.6230.02.00",NA,0,0
"6435","20PLACT","M301000","L-B Land & Buildings - Building","6/09/2019",4,"00259966",1319,"P042527",19,"APINVP",246995,193,"CON NOTE: 318237 ASAPS","","RGR Road Haulage Pty Ltd","MAINT","M301000.6230.02.00",NA,0,0
"6436","20PLACT","M301000","L-B Land & Buildings - Building","20/09/2019",4,"00261115",1320,"P042527",12,"APINVP",247002,410,"CON NOTE: 322404 BUNINGS ELLENBROOK","","RGR Road Haulage Pty Ltd","MAINT","M301000.6230.02.00",NA,0,0
"6437","20PLACT","M301000","L-B Land & Buildings - Building","27/09/2019",4,"PI12090205",1321,"P041986",1,"APINVP",246134,165,"CUTTER BLADE D/S - 450mm/18""","","Pilbara Boats N Bikes","MAINT","M301000.6230.02.00",NA,0,0
"6438","20PLACT","M301000","L-B Land & Buildings - Building","27/09/2019",4,"PI12090205",1322,"P041986",2,"APINVP",246134,77,"5L - HP 2-Stroke Oil","","Pilbara Boats N Bikes","MAINT","M301000.6230.02.00",NA,0,0
"6439","20PLACT","M301000","L-B Land & Buildings - Building","7/10/2019",4,"234407",1323,"P042338",1,"APINVP",246203,6,"WIRE ROPE GRIP M4 316 GRADE","","Stainless Fastener Supplies P/L","MAINT","M301000.6230.02.00",NA,0,0
"6440","20PLACT","M301000","L-B Land & Buildings - Building","9/10/2019",4,"119664",1324,"P042336",1,"APINVP",246516,248,"White/Black-25X20 D/S TAPE","","Etched Tags & Components Pty Ltd","MAINT","M301000.6230.02.00",NA,0,0
"6442","20PLACT","M301000","L-B Land & Buildings - Building","16/10/2019",4,"PC012714",1326,"",NA,"PCEXP",248304,30,"Mini Relay","REPCO                    PORT HEDLANDWA","Martyn Stafford","MAINT","M301000.6230.02.00",NA,0,0
"6443","20PLACT","M301000","L-B Land & Buildings - Building","7/10/2019",4,"PH4680UH",1327,"P042340",1,"APINVP",247294,5,"01664500 THIMBLE ROPE WIRE S/S304 6MM","","Blackwoods Hardware","MAINT","M301000.6230.02.00",NA,0,0
"6444","20PLACT","M301000","L-B Land & Buildings - Building","4/10/2019",4,"1252608537",1328,"P042317",2,"APINVP",247298,253,"Adapter BS/BI","","Hilti (Aust) Pty Ltd","MAINT","M301000.6230.02.00",NA,0,0
"6445","20PLACT","M301000","L-B Land & Buildings - Building","4/10/2019",4,"1252608537",1329,"P042317",3,"APINVP",247298,515,"Adapter BS/BL","","Hilti (Aust) Pty Ltd","MAINT","M301000.6230.02.00",NA,0,0
"6446","20PLACT","M301000","L-B Land & Buildings - Building","4/10/2019",4,"1252608537",1330,"P042317",4,"APINVP",247298,970,"Adapter BL/BS/BR","","Hilti (Aust) Pty Ltd","MAINT","M301000.6230.02.00",NA,0,0
"6447","20PLACT","M301000","L-B Land & Buildings - Building","4/10/2019",4,"1252608537",1331,"P042317",5,"APINVP",247298,39,"Delivery","","Hilti (Aust) Pty Ltd","MAINT","M301000.6230.02.00",NA,0,0
"6449","20PLACT","M301000","L-B Land & Buildings - Building","10/10/2019",4,"6553175",1333,"P042328",2,"APINVP",247591,273,"6133682613 BATTEN DIFFUSED LED 20W/40W 3","","L&H Group T/A Auslec","MAINT","M301000.6230.02.00",NA,0,0
"6450","20PLACT","M301000","L-B Land & Buildings - Building","10/10/2019",4,"6553175",1334,"P042328",3,"APINVP",247591,25,"FREIGHT","","L&H Group T/A Auslec","MAINT","M301000.6230.02.00",NA,0,0
"6451","20PLACT","M301000","L-B Land & Buildings - Building","9/10/2019",4,"6545519",1335,"P042341",1,"APINVP",247592,114,"6120014354 POWERPOINT 4G 10A 250V AC HOR","","L&H Group T/A Auslec","MAINT","M301000.6230.02.00",NA,0,0
"6452","20PLACT","M301000","L-B Land & Buildings - Building","9/10/2019",4,"6545519",1336,"P042341",2,"APINVP",247592,12,"6133356508 CABLE FLAT 2C+E 2.5MM2 PVC RB","","L&H Group T/A Auslec","MAINT","M301000.6230.02.00",NA,0,0
"6453","20PLACT","M301000","L-B Land & Buildings - Building","9/10/2019",4,"6545519",1337,"P042341",3,"APINVP",247592,23,"6120021290 ADAPTABLE BOX PLAS H77XW77XD5","","L&H Group T/A Auslec","MAINT","M301000.6230.02.00",NA,0,0
"6454","20PLACT","M301000","L-B Land & Buildings - Building","9/10/2019",4,"6545519",1338,"P042341",4,"APINVP",247592,289,"6133402802 CABLE CIRC 4C+E 6MM2 PVC/PVC","","L&H Group T/A Auslec","MAINT","M301000.6230.02.00",NA,0,0
"6455","20PLACT","M301000","L-B Land & Buildings - Building","9/10/2019",4,"6545519",1339,"P042341",5,"APINVP",247592,567,"6120025683 SOCKET OUTLET SW 32A 500V 5PI","","L&H Group T/A Auslec","MAINT","M301000.6230.02.00",NA,0,0
"6456","20PLACT","M301000","L-B Land & Buildings - Building","9/10/2019",4,"6545519",1340,"P042341",6,"APINVP",247592,108,"6120096615 CHANNEL 22X41X2.5MM 6M LEN HD","","L&H Group T/A Auslec","MAINT","M301000.6230.02.00",NA,0,0
"6457","20PLACT","M301000","L-B Land & Buildings - Building","9/10/2019",4,"6545519",1341,"P042341",7,"APINVP",247592,82,"6133411026 LIGHT FITT LED 45W 240V AC IP","","L&H Group T/A Auslec","MAINT","M301000.6230.02.00",NA,0,0
"6458","20PLACT","M301000","L-B Land & Buildings - Building","9/10/2019",4,"6545519",1342,"P042341",8,"APINVP",247592,36,"6120057236 CONDUIT RIGID PVC 25MM-DIA M/","","L&H Group T/A Auslec","MAINT","M301000.6230.02.00",NA,0,0
"6459","20PLACT","M301000","L-B Land & Buildings - Building","9/10/2019",4,"6545519",1343,"P042341",9,"APINVP",247592,15,"6120057235 CONDUIT RIGID PVC 20MM-DIA M/","","L&H Group T/A Auslec","MAINT","M301000.6230.02.00",NA,0,0
"6460","20PLACT","M301000","L-B Land & Buildings - Building","9/10/2019",4,"6545519",1344,"P042341",10,"APINVP",247592,74,"6131739352 RCBO 6KA 16A 30MA 1P+N 240V A","","L&H Group T/A Auslec","MAINT","M301000.6230.02.00",NA,0,0
"6461","20PLACT","M301000","L-B Land & Buildings - Building","9/10/2019",4,"6545519",1345,"P042341",11,"APINVP",247592,70,"6120025940 SWITCH IND 10A 500VAC 3P 1G E","","L&H Group T/A Auslec","MAINT","M301000.6230.02.00",NA,0,0
"6462","20PLACT","M301000","L-B Land & Buildings - Building","9/10/2019",4,"6545519",1346,"P042341",12,"APINVP",247592,136,"6132005942 ENCLOSURE 8P PLEXO W/P IP65","","L&H Group T/A Auslec","MAINT","M301000.6230.02.00",NA,0,0
"6463","20PLACT","M301000","L-B Land & Buildings - Building","9/10/2019",4,"6545519",1347,"P042341",13,"APINVP",247592,238,"6132390894 CABLE 4C+E 6MM2 RUB BLK H07","","L&H Group T/A Auslec","MAINT","M301000.6230.02.00",NA,0,0
"6464","20PLACT","M301000","L-B Land & Buildings - Building","9/10/2019",4,"6545519",1348,"P042341",14,"APINVP",247592,82,"6120025407 PLUG ANG IND 32A 500V 5PIN RN","","L&H Group T/A Auslec","MAINT","M301000.6230.02.00",NA,0,0
"6465","20PLACT","M301000","L-B Land & Buildings - Building","9/10/2019",4,"6545519",1349,"P042341",15,"APINVP",247592,28,"6133884060 CABLE TIE NYL L370XW4.8MM TS-","","L&H Group T/A Auslec","MAINT","M301000.6230.02.00",NA,0,0
"6466","20PLACT","M301000","L-B Land & Buildings - Building","9/10/2019",4,"6545519",1350,"P042341",16,"APINVP",247592,18,"6130153927 CABLE GLAND 20MM NYL IP68 H/F","","L&H Group T/A Auslec","MAINT","M301000.6230.02.00",NA,0,0
